"meta_id","post_id","meta_key","meta_value"
"2229","593","_wp_attachment_metadata","a:7:{s:5:""width"";i:2560;s:6:""height"";i:1707;s:4:""file"";s:52:""2025/12/2a77f1a6f93e3fd512c4868b8441105f-scaled.jpeg"";s:8:""filesize"";i:633388;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:45:""2a77f1a6f93e3fd512c4868b8441105f-300x200.jpeg"";s:5:""width"";i:300;s:6:""height"";i:200;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:15410;}s:5:""large"";a:5:{s:4:""file"";s:46:""2a77f1a6f93e3fd512c4868b8441105f-1024x683.jpeg"";s:5:""width"";i:1024;s:6:""height"";i:683;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:117646;}s:9:""thumbnail"";a:5:{s:4:""file"";s:45:""2a77f1a6f93e3fd512c4868b8441105f-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6951;}s:12:""medium_large"";a:5:{s:4:""file"";s:45:""2a77f1a6f93e3fd512c4868b8441105f-768x512.jpeg"";s:5:""width"";i:768;s:6:""height"";i:512;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:70830;}s:9:""1536x1536"";a:5:{s:4:""file"";s:47:""2a77f1a6f93e3fd512c4868b8441105f-1536x1024.jpeg"";s:5:""width"";i:1536;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:245038;}s:9:""2048x2048"";a:5:{s:4:""file"";s:47:""2a77f1a6f93e3fd512c4868b8441105f-2048x1366.jpeg"";s:5:""width"";i:2048;s:6:""height"";i:1366;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:415969;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:6:""PM REC"";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:37:""2a77f1a6f93e3fd512c4868b8441105f.jpeg"";}"
"2235","583","applicants","a:0:{}"
"2236","584","applicants","a:0:{}"
"2240","595","sender_id","458"
"2241","595","recipient_id","474"
"2242","595","_request_id","585"
"2243","595","_is_read","1"
"2244","584","_rejected_applicants","a:2:{i:0;i:338;i:1;i:391;}"
"2245","583","_rejected_applicants","a:2:{i:0;i:338;i:1;i:391;}"
"2247","596","sender_id","474"
"2248","596","recipient_id","458"
"2249","596","_request_id","585"
"2250","596","_is_read","1"
"2251","597","_wp_attached_file","2025/12/Foldvari-Csaba00137-masolat_Original-scaled.jpeg"
"2252","597","_wp_attachment_metadata","a:7:{s:5:""width"";i:1706;s:6:""height"";i:2560;s:4:""file"";s:56:""2025/12/Foldvari-Csaba00137-masolat_Original-scaled.jpeg"";s:8:""filesize"";i:376359;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:49:""Foldvari-Csaba00137-masolat_Original-200x300.jpeg"";s:5:""width"";i:200;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:24738;}s:5:""large"";a:5:{s:4:""file"";s:50:""Foldvari-Csaba00137-masolat_Original-683x1024.jpeg"";s:5:""width"";i:683;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:70635;}s:9:""thumbnail"";a:5:{s:4:""file"";s:49:""Foldvari-Csaba00137-masolat_Original-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:21301;}s:12:""medium_large"";a:5:{s:4:""file"";s:50:""Foldvari-Csaba00137-masolat_Original-768x1152.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:83633;}s:9:""1536x1536"";a:5:{s:4:""file"";s:51:""Foldvari-Csaba00137-masolat_Original-1024x1536.jpeg"";s:5:""width"";i:1024;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:135628;}s:9:""2048x2048"";a:5:{s:4:""file"";s:51:""Foldvari-Csaba00137-masolat_Original-1365x2048.jpeg"";s:5:""width"";i:1365;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:235794;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""5.6"";s:6:""credit"";s:10:""KUTI GERGO"";s:6:""camera"";s:14:""Canon EOS R6m2"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1745589574"";s:9:""copyright"";s:10:""KUTI GERGO"";s:12:""focal_length"";s:3:""135"";s:3:""iso"";s:3:""400"";s:13:""shutter_speed"";s:5:""0.005"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:41:""Foldvari-Csaba00137-masolat_Original.jpeg"";}"
"2262","598","_wp_attached_file","2025/12/ed71ce23-9386-4b1a-8383-8d706aca753f-1_all_3702.jpg"
"2263","598","_wp_attachment_metadata","a:6:{s:5:""width"";i:1068;s:6:""height"";i:901;s:4:""file"";s:59:""2025/12/ed71ce23-9386-4b1a-8383-8d706aca753f-1_all_3702.jpg"";s:8:""filesize"";i:244395;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:59:""ed71ce23-9386-4b1a-8383-8d706aca753f-1_all_3702-300x253.jpg"";s:5:""width"";i:300;s:6:""height"";i:253;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:17879;}s:5:""large"";a:5:{s:4:""file"";s:60:""ed71ce23-9386-4b1a-8383-8d706aca753f-1_all_3702-1024x864.jpg"";s:5:""width"";i:1024;s:6:""height"";i:864;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:120895;}s:9:""thumbnail"";a:5:{s:4:""file"";s:59:""ed71ce23-9386-4b1a-8383-8d706aca753f-1_all_3702-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6887;}s:12:""medium_large"";a:5:{s:4:""file"";s:59:""ed71ce23-9386-4b1a-8383-8d706aca753f-1_all_3702-768x648.jpg"";s:5:""width"";i:768;s:6:""height"";i:648;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:78833;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""1.8"";s:6:""credit"";s:0:"""";s:6:""camera"";s:10:""Galaxy A06"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1759511677"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""3.98"";s:3:""iso"";s:2:""32"";s:13:""shutter_speed"";s:6:""0.0299"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
"2281","603","substitution_date","2026-01-05"
"2282","603","substitution_role","Szakasszisztens"
"2283","603","substitution_requirements","LX-Line ismeret, minimum napi 8 óra. 8-17 óráig.
Székesfehérvár Országalma Gyógyszertár BENU"
"2284","603","_request_author_id","260"
"2285","604","substitution_date","2026-01-06"
"2286","604","substitution_role","Szakasszisztens"
"2287","604","substitution_requirements","LX-Line ismeret, minimum napi 8 óra. 8-17 óráig.
Székesfehérvár Országalma gyógyszertár BENU"
"2288","604","_request_author_id","260"
"2293","603","applicants","a:2:{i:0;i:111;i:1;i:353;}"
"2294","604","applicants","a:2:{i:0;i:111;i:1;i:353;}"
"2295","606","sender_id","474"
"2296","606","recipient_id","447"
"2297","606","_request_id","567"
"2298","606","_is_read","1"
"2299","607","sender_id","447"
"2300","607","recipient_id","474"
"2301","607","_request_id","567"
"2302","607","_is_read","1"
"2313","610","sender_id","111"
"2314","610","recipient_id","260"
"2315","610","_request_id","603"
"2316","610","_is_read","1"
"2347","616","_wp_attached_file","2025/12/IMG_8775-scaled.jpeg"
"2348","616","_wp_attachment_metadata","a:7:{s:5:""width"";i:1920;s:6:""height"";i:2560;s:4:""file"";s:28:""2025/12/IMG_8775-scaled.jpeg"";s:8:""filesize"";i:547530;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_8775-225x300.jpeg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:29543;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_8775-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:111513;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_8775-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:21294;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_8775-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:111513;}s:9:""1536x1536"";a:5:{s:4:""file"";s:23:""IMG_8775-1152x1536.jpeg"";s:5:""width"";i:1152;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:213609;}s:9:""2048x2048"";a:5:{s:4:""file"";s:23:""IMG_8775-1536x2048.jpeg"";s:5:""width"";i:1536;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:362310;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""2.2"";s:6:""credit"";s:0:"""";s:6:""camera"";s:9:""iPhone 13"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1765452545"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""2.71"";s:3:""iso"";s:3:""400"";s:13:""shutter_speed"";s:4:""0.04"";s:5:""title"";s:0:"""";s:11:""orientation"";i:1;s:8:""keywords"";a:0:{}}s:14:""original_image"";s:13:""IMG_8775.jpeg"";}"
"2349","618","substitution_date","2026-12-01"
"2350","618","substitution_role","Gyógyszerész"
"2351","618","substitution_requirements","Admin próba ne jelentkezz"
"2352","618","_request_author_id","507"
"2353","619","sender_id","260"
"2354","619","recipient_id","111"
"2355","619","_request_id","603"
"2356","619","_is_read","1"
"2357","620","sender_id","111"
"2358","620","recipient_id","260"
"2359","620","_request_id","603"
"2360","620","_is_read","1"
"2361","621","substitution_date","2026-01-07"
"2362","621","substitution_role","Szakasszisztens"
"2363","621","substitution_requirements","Lx line programban jártas expediáló szakasszisztenst keresek a székesfehérvári BENU Országalma patikába. Nyitvatartás 8-17 óráig. Elérhetőségünk: orszagalma@benugyogyszertar.hu vagy +36305643800 Köszönöm! Dr Moncz Judit gyógyszertárvezető"
"2364","621","_request_author_id","260"
"2365","622","substitution_date","2026-01-08"
"2366","622","substitution_role","Szakasszisztens"
"2367","622","substitution_requirements","Lx line programban jártas expediáló szakasszisztenst keresek a székesfehérvári BENU Országalma patikába. Nyitvatartás 8-17 óráig. Elérhetőségünk: orszagalma@benugyogyszertar.hu vagy +36305643800 Köszönöm! Dr Moncz Judit gyógyszertárvezető"
"2368","622","_request_author_id","260"
"2369","623","substitution_date","2026-01-09"
"2370","623","substitution_role","Szakasszisztens"
"2371","623","substitution_requirements","Lx line programban jártas expediáló szakasszisztenst keresek a székesfehérvári BENU Országalma patikába. Nyitvatartás 8-17 óráig. Elérhetőségünk: orszagalma@benugyogyszertar.hu vagy +36305643800 Köszönöm! Dr Moncz Judit gyógyszertárvezető"
"2372","623","_request_author_id","260"
"2380","43","_siteseo_readibility_data","a:1:{s:16:""paragraph_length"";i:1;}"
"2381","625","substitution_date","2026-01-05"
"2382","625","substitution_role","Gyógyszerész"
"2383","625","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2384","625","_request_author_id","457"
"2385","626","substitution_date","2026-01-06"
"2386","626","substitution_role","Gyógyszerész"
"2387","626","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2388","626","_request_author_id","457"
"2389","627","substitution_date","2026-01-08"
"2390","627","substitution_role","Gyógyszerész"
"2391","627","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2392","627","_request_author_id","457"
"2393","628","substitution_date","2026-01-09"
"2394","628","substitution_role","Gyógyszerész"
"2395","628","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2396","628","_request_author_id","457"
"2397","629","substitution_date","2026-01-14"
"2398","629","substitution_role","Gyógyszerész"
"2399","629","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2400","629","_request_author_id","457"
"2401","630","substitution_date","2026-01-15"
"2402","630","substitution_role","Gyógyszerész"
"2403","630","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2404","630","_request_author_id","457"
"2405","631","substitution_date","2026-01-19"
"2406","631","substitution_role","Gyógyszerész"
"2407","631","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2408","631","_request_author_id","457"
"2409","632","substitution_date","2026-01-27"
"2410","632","substitution_role","Gyógyszerész"
"2411","632","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2412","632","_request_author_id","457"
"2413","633","substitution_date","2026-01-05"
"2414","633","substitution_role","Gyógyszerész"
"2415","633","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2416","633","_request_author_id","456"
"2417","634","substitution_date","2026-01-06"
"2418","634","substitution_role","Gyógyszerész"
"2419","634","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2420","634","_request_author_id","456"
"2421","635","substitution_date","2026-01-07"
"2422","635","substitution_role","Gyógyszerész"
"2423","635","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2424","635","_request_author_id","456"
"2425","636","substitution_date","2026-01-09"
"2426","636","substitution_role","Gyógyszerész"
"2427","636","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2428","636","_request_author_id","456"
"2429","637","substitution_date","2026-01-12"
"2430","637","substitution_role","Gyógyszerész"
"2431","637","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2432","637","_request_author_id","456"
"2433","638","substitution_date","2026-01-13"
"2434","638","substitution_role","Gyógyszerész"
"2435","638","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2436","638","_request_author_id","456"
"2437","639","substitution_date","2026-01-14"
"2438","639","substitution_role","Gyógyszerész"
"2439","639","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2440","639","_request_author_id","456"
"2441","640","substitution_date","2026-01-19"
"2442","640","substitution_role","Gyógyszerész"
"2443","640","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2444","640","_request_author_id","456"
"2445","641","substitution_date","2026-01-20"
"2446","641","substitution_role","Gyógyszerész"
"2447","641","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2448","641","_request_author_id","456"
"2449","642","substitution_date","2026-01-21"
"2450","642","substitution_role","Gyógyszerész"
"2451","642","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2452","642","_request_author_id","456"
"2453","643","substitution_date","2026-01-24"
"2454","643","substitution_role","Gyógyszerész"
"2455","643","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2456","643","_request_author_id","456"
"2457","644","substitution_date","2026-01-26"
"2458","644","substitution_role","Gyógyszerész"
"2459","644","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2460","644","_request_author_id","456"
"2461","645","substitution_date","2026-01-28"
"2462","645","substitution_role","Gyógyszerész"
"2463","645","substitution_requirements","Lxline program ismerete szükséges.
Munkaidő: 20-8-ig"
"2464","645","_request_author_id","456"
"2505","539","_edit_lock","1766761655:79"
"2506","539","_siteseo_readibility_data","a:2:{s:12:""number_found"";s:3:""23 "";s:16:""paragraph_length"";i:0;}"
"2507","539","_edit_last","79"
"2509","539","_siteseo_redirections_type","301"
"2510","539","_siteseo_redirections_logged_status","both"
"2511","539","site-sidebar-layout","default"
"2513","539","ast-site-content-layout","default"
"2514","539","site-content-style","default"
"2515","539","site-sidebar-style","default"
"2516","539","theme-transparent-header-meta","default"
"2517","539","astra-migrate-meta-layouts","set"
"2530","652","substitution_date","2026-02-01"
"2531","652","substitution_role","Gyógyszerész"
"2532","652","substitution_requirements","-"
"2533","652","_request_author_id","543"
"2534","653","substitution_date","2026-02-22"
"2535","653","substitution_role","Gyógyszerész"
"2536","653","substitution_requirements","-"
"2537","653","_request_author_id","543"
"2538","654","substitution_date","2026-02-01"
"2539","654","substitution_role","Szakasszisztens"
"2540","654","substitution_requirements","-"
"2541","654","_request_author_id","543"
"2542","655","substitution_date","2026-02-22"
"2543","655","substitution_role","Szakasszisztens"
"2544","655","substitution_requirements","-"
"2545","655","_request_author_id","543"
"2546","654","applicants","a:1:{i:0;i:353;}"
"2547","655","applicants","a:2:{i:0;i:353;i:1;i:494;}"
"2554","603","confirmed_applicant","111"
"2555","604","confirmed_applicant","111"
"2556","657","_wp_attached_file","2026/01/20230512_121440-scaled.jpg"
"2557","657","_wp_attachment_metadata","a:7:{s:5:""width"";i:2560;s:6:""height"";i:1920;s:4:""file"";s:34:""2026/01/20230512_121440-scaled.jpg"";s:8:""filesize"";i:391599;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:27:""20230512_121440-300x225.jpg"";s:5:""width"";i:300;s:6:""height"";i:225;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:11009;}s:5:""large"";a:5:{s:4:""file"";s:28:""20230512_121440-1024x768.jpg"";s:5:""width"";i:1024;s:6:""height"";i:768;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:77364;}s:9:""thumbnail"";a:5:{s:4:""file"";s:27:""20230512_121440-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6185;}s:12:""medium_large"";a:5:{s:4:""file"";s:27:""20230512_121440-768x576.jpg"";s:5:""width"";i:768;s:6:""height"";i:576;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:47242;}s:9:""1536x1536"";a:5:{s:4:""file"";s:29:""20230512_121440-1536x1152.jpg"";s:5:""width"";i:1536;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:157900;}s:9:""2048x2048"";a:5:{s:4:""file"";s:29:""20230512_121440-2048x1536.jpg"";s:5:""width"";i:2048;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:263743;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""2"";s:6:""credit"";s:0:"""";s:6:""camera"";s:9:""SM-A505FN"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1683893680"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""3.75"";s:3:""iso"";s:3:""160"";s:13:""shutter_speed"";s:4:""0.04"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:19:""20230512_121440.jpg"";}"
"2558","658","_wp_attached_file","2026/01/1000011919.jpg"
"2559","658","_wp_attachment_metadata","a:6:{s:5:""width"";i:2369;s:6:""height"";i:2418;s:4:""file"";s:22:""2026/01/1000011919.jpg"";s:8:""filesize"";i:1246039;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:22:""1000011919-294x300.jpg"";s:5:""width"";i:294;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:16135;}s:5:""large"";a:5:{s:4:""file"";s:24:""1000011919-1003x1024.jpg"";s:5:""width"";i:1003;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:112013;}s:9:""thumbnail"";a:5:{s:4:""file"";s:22:""1000011919-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6251;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""1000011919-768x784.jpg"";s:5:""width"";i:768;s:6:""height"";i:784;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:71083;}s:9:""1536x1536"";a:5:{s:4:""file"";s:24:""1000011919-1505x1536.jpg"";s:5:""width"";i:1505;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:238226;}s:9:""2048x2048"";a:5:{s:4:""file"";s:24:""1000011919-2006x2048.jpg"";s:5:""width"";i:2006;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:416658;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""2.2"";s:6:""credit"";s:0:"""";s:6:""camera"";s:13:""Galaxy A54 5G"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1748986839"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""3.72"";s:3:""iso"";s:3:""200"";s:13:""shutter_speed"";s:6:""0.0303"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
"2560","639","applicants","a:0:{}"
"2561","652","applicants","a:5:{i:0;i:285;i:1;i:394;i:2;i:500;i:3;i:338;i:4;i:274;}"
"2562","653","applicants","a:8:{i:0;i:285;i:1;i:199;i:2;i:394;i:3;i:500;i:4;i:548;i:5;i:373;i:6;i:516;i:7;i:338;}"
"2563","659","_wp_attached_file","2026/01/IMG_7597-scaled.jpeg"
"2564","659","_wp_attachment_metadata","a:7:{s:5:""width"";i:1707;s:6:""height"";i:2560;s:4:""file"";s:28:""2026/01/IMG_7597-scaled.jpeg"";s:8:""filesize"";i:314594;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_7597-200x300.jpeg"";s:5:""width"";i:200;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:21395;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_7597-683x1024.jpeg"";s:5:""width"";i:683;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:81322;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_7597-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:15505;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_7597-768x1152.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1152;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:94974;}s:9:""1536x1536"";a:5:{s:4:""file"";s:23:""IMG_7597-1024x1536.jpeg"";s:5:""width"";i:1024;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:143221;}s:9:""2048x2048"";a:5:{s:4:""file"";s:23:""IMG_7597-1365x2048.jpeg"";s:5:""width"";i:1365;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:221598;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:13:""IMG_7597.jpeg"";}"
"2565","660","substitution_date","2026-01-12"
"2566","660","substitution_role","Szakasszisztens"
"2567","660","substitution_requirements","LX-Line programot ismerő ,rutinos expediáló szakasszisztenst keresek.Nyitvatartás 8-16 óráig
Elérhetőség: orszagalma@benugyogyszertar.hu vagy 06-30-564-3800
dr Moncz Judit gyógyszertárvezető"
"2568","660","_request_author_id","260"
"2569","661","substitution_date","2026-01-13"
"2570","661","substitution_role","Szakasszisztens"
"2571","661","substitution_requirements","LX-Line programot ismerő ,rutinos expediáló szakasszisztenst keresek.Nyitvatartás 8-16 óráig
Elérhetőség: orszagalma@benugyogyszertar.hu vagy 06-30-564-3800
dr Moncz Judit gyógyszertárvezető"
"2572","661","_request_author_id","260"
"2573","662","substitution_date","2026-01-14"
"2574","662","substitution_role","Szakasszisztens"
"2575","662","substitution_requirements","LX-Line programot ismerő ,rutinos expediáló szakasszisztenst keresek.Nyitvatartás 8-16 óráig
Elérhetőség: orszagalma@benugyogyszertar.hu vagy 06-30-564-3800
dr Moncz Judit gyógyszertárvezető"
"2576","662","_request_author_id","260"
"2577","663","substitution_date","2026-01-15"
"2578","663","substitution_role","Szakasszisztens"
"2579","663","substitution_requirements","LX-Line programot ismerő ,rutinos expediáló szakasszisztenst keresek.Nyitvatartás 8-16 óráig
Elérhetőség: orszagalma@benugyogyszertar.hu vagy 06-30-564-3800
dr Moncz Judit gyógyszertárvezető"
"2580","663","_request_author_id","260"
"2581","664","substitution_date","2026-01-16"
"2582","664","substitution_role","Szakasszisztens"
"2583","664","substitution_requirements","LX-Line programot ismerő ,rutinos expediáló szakasszisztenst keresek.Nyitvatartás 8-16 óráig
Elérhetőség: orszagalma@benugyogyszertar.hu vagy 06-30-564-3800
dr Moncz Judit gyógyszertárvezető"
"2584","664","_request_author_id","260"
"2585","633","_wp_trash_meta_status","publish"
"2586","633","_wp_trash_meta_time","1767708296"
"2587","633","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-30"
"2588","625","_wp_trash_meta_status","publish"
"2589","625","_wp_trash_meta_time","1767708317"
"2590","625","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-12"
"2591","634","_wp_trash_meta_status","publish"
"2592","634","_wp_trash_meta_time","1767776299"
"2593","634","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-32"
"2594","626","_wp_trash_meta_status","publish"
"2595","626","_wp_trash_meta_time","1767776305"
"2596","626","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-14"
"2597","604","_wp_trash_meta_status","private"
"2598","604","_wp_trash_meta_time","1767776317"
"2599","604","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-5"
"2600","603","_wp_trash_meta_status","private"
"2601","603","_wp_trash_meta_time","1767776329"
"2602","603","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt"
"2603","583","_wp_trash_meta_status","publish"
"2604","583","_wp_trash_meta_time","1767776338"
"2605","583","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-28"
"2606","528","_wp_trash_meta_status","private"
"2607","528","_wp_trash_meta_time","1767776352"
"2608","528","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-23"
"2609","665","_wp_attached_file","2026/01/IMG_3496-scaled.jpeg"
